fwhm	896.7896389624932-20°C	896.7896389624932-30°C	896.7896389624932-40°C	896.7896389624932-50°C	896.7896389624932-60°C	896.7896389624932-70°C
1.844702049999999872e+04	3.327159793931654119e-02	3.564517659706705616e-02	3.941157712829168602e-02	4.144958844462150183e-02	5.129428328448095570e-02	6.600978730871066846e-02
1.843821433999999863e+04	3.437582783524349705e-02	3.682643476308238711e-02	4.069324778183038699e-02	4.278660703557696232e-02	5.280619023498057951e-02	6.769355428368824257e-02
1.842941686000000118e+04	3.552166178462034390e-02	3.805183507744551441e-02	4.202177762249788978e-02	4.417197234294744507e-02	5.436916179653576014e-02	6.942926818813509315e-02
1.842062805999999910e+04	3.671081075503228319e-02	3.932313512099214897e-02	4.339895919810958513e-02	4.560749265602159763e-02	5.598500147155108242e-02	7.121869282290421710e-02
1.841184792000000016e+04	3.794504700361501365e-02	4.064215121113005924e-02	4.482664045133135516e-02	4.709502964744129855e-02	5.765556123209788358e-02	7.306363687684849784e-02
1.840307643000000098e+04	3.922620060762459920e-02	4.201075436341153435e-02	4.630672001905204727e-02	4.863649331435099255e-02	5.938273553527253362e-02	7.496594716623493360e-02
1.839431356999999844e+04	4.055616262541657940e-02	4.343087334255365389e-02	4.784115021728176792e-02	5.023384493457523636e-02	6.116846437758187427e-02	7.692751190215670054e-02
1.838555933999999979e+04	4.193688078056230506e-02	4.490448972986618714e-02	4.943193140115528794e-02	5.188909104592103610e-02	6.301472631335706953e-02	7.895025292663375438e-02
1.837681371999999828e+04	4.337036560161636189e-02	4.643364415951074797e-02	5.108111840232605616e-02	5.360429000410951023e-02	6.492354555728223342e-02	8.103613344094430515e-02
1.836807669000000169e+04	4.485868749410272527e-02	4.802043287503472008e-02	5.279081651235143641e-02	5.538154766151555386e-02	6.689698693104169369e-02	8.318715238151420943e-02
1.835934824999999910e+04	4.640397291116711564e-02	4.966700334185104176e-02	5.456317648043765983e-02	5.722301203893613575e-02	6.893714976967481312e-02	8.540533775094974467e-02
1.835062839000000167e+04	4.800840888519385813e-02	5.137555878322599967e-02	5.640039914023818601e-02	5.913087801537493526e-02	7.104617297700575873e-02	8.769275212214390491e-02
1.834191707999999926e+04	4.967424472914516026e-02	5.314835969632394908e-02	5.830473677505391972e-02	6.110738862399154453e-02	7.322623627975471949e-02	9.005149394950458241e-02
1.833321431999999913e+04	5.140378189732509873e-02	5.498771278114163857e-02	6.027848098280965544e-02	6.315482234799062178e-02	7.547954607915474678e-02	9.248368225287345590e-02
1.832452009000000180e+04	5.319938240966892717e-02	5.689597964527289692e-02	6.232397181419134513e-02	6.527550251258039393e-02	7.780834573133611765e-02	9.499146778839358263e-02
1.831583438999999998e+04	5.506345972557447760e-02	5.887556685070581552e-02	6.444358689489307346e-02	6.747178591714311779e-02	8.021490297373845557e-02	9.757701953026050312e-02
1.830715720000000147e+04	5.699848563141605984e-02	6.092893300163908232e-02	6.663974884539189403e-02	6.974607045464034649e-02	8.270151825612573337e-02	1.002425337137909239e-01
1.829848849999999948e+04	5.900698477328421981e-02	6.305858271584019459e-02	6.891491865634170877e-02	7.210078817894760572e-02	8.527051710654669214e-02	1.029902256909108332e-01
1.828982829000000129e+04	6.109152795790480373e-02	6.526705933071318133e-02	7.127158776917498495e-02	7.453839706301687573e-02	8.792424117402421191e-02	1.058223204747877622e-01
1.828117655000000013e+04	6.325473937170346395e-02	6.755695238503660327e-02	7.371228596192495874e-02	7.706138912574117539e-02	9.066505714979208874e-02	1.087410624146877280e-01
1.827253326999999990e+04	6.549928729608775479e-02	6.993088762738754183e-02	7.623957059894277688e-02	7.967227928794139158e-02	9.349534470657759611e-02	1.117487024614791796e-01
1.826389843000000110e+04	6.782788658793507952e-02	7.239152951546137804e-02	7.885602924058673913e-02	8.237360806375584876e-02	9.641749954090760022e-02	1.148475015815101363e-01
1.825527203999999983e+04	7.024328500213254667e-02	7.494156666375167974e-02	8.156426414549067250e-02	8.516792557003176334e-02	9.943391622951797126e-02	1.180397127737932428e-01
1.824665406000000075e+04	7.274828224255343312e-02	7.758373188905128004e-02	8.436691357245958145e-02	8.805781353465830241e-02	1.025470121888420461e-01	1.213276066583871965e-01
1.823804449999999997e+04	7.534569865223510188e-02	8.032076911262830965e-02	8.726661666769225389e-02	9.104584911042556961e-02	1.057591888380041839e-01	1.247134306172610341e-01
1.822944332999999824e+04	7.803839755943854650e-02	8.315545692212948647e-02	9.026603853583170523e-02	9.413463079009115608e-02	1.090728597914519399e-01	1.281994388489805237e-01
1.822085054999999920e+04	8.082926059688450016e-02	8.609058257537208214e-02	9.336784279278499687e-02	9.732675019476304257e-02	1.124904208095200281e-01	1.317878609605412366e-01
1.821226613999999972e+04	8.372119898016902595e-02	8.912895393097182428e-02	9.657470433705243884e-02	1.006248053254959474e-01	1.160142643655849987e-01	1.354809176159866013e-01
1.820369009000000005e+04	8.671713968939551154e-02	9.227338499156803597e-02	9.988929423385153883e-02	1.040313851141221324e-01	1.196467634556467180e-01	1.392808038442616414e-01
1.819512240000000020e+04	8.982002021017974902e-02	9.552669051580769954e-02	1.033142742614465148e-01	1.075490639588757569e-01	1.233902662086921592e-01	1.431896837802499045e-01
1.818656304000000091e+04	9.303279823282266381e-02	9.889169633357661193e-02	1.068523080051180241e-01	1.111804132629444913e-01	1.272471085915507505e-01	1.472097042841135350e-01
1.817801199999999881e+04	9.635842870333116705e-02	1.023712154644149802e-01	1.105060359839600131e-01	1.149279760496322439e-01	1.312195878521615067e-01	1.513429675806932384e-01
1.816946928000000116e+04	9.979986113648926793e-02	1.059680455617774131e-01	1.142780733230250589e-01	1.187942647824158926e-01	1.353099607878202326e-01	1.555915299282127351e-01
1.816093485000000146e+04	1.033600501580104886e-01	1.096849801867075536e-01	1.181710219213562563e-01	1.227817740377982469e-01	1.395204576872893787e-01	1.599574165141872950e-01
1.815240871999999945e+04	1.070419209780044123e-01	1.135247730385825632e-01	1.221874333516841937e-01	1.268929427128519527e-01	1.438532429634042098e-01	1.644425810399426646e-01
1.814389085999999952e+04	1.108483965610898292e-01	1.174901666627897329e-01	1.263298393601396674e-01	1.311301855107941672e-01	1.483104490243183915e-01	1.690489413120614959e-01
1.813538127000000168e+04	1.147823612989622710e-01	1.215838549352705467e-01	1.306007130830090790e-01	1.354958534999039232e-01	1.528941353454204011e-01	1.737783373442917112e-01
1.812687992999999915e+04	1.188466762920584174e-01	1.258084994137237678e-01	1.350024866516512934e-01	1.399922524127170664e-01	1.576063084373631740e-01	1.786325525228665001e-01
1.811838682999999946e+04	1.230441589437638733e-01	1.301667085493528608e-01	1.395375300355271575e-01	1.446216213130460393e-01	1.624489001527585907e-01	1.836132917274326815e-01
1.810990194999999949e+04	1.273775853971950978e-01	1.346610407157110278e-01	1.442081547800863062e-01	1.493861367336711821e-01	1.674237727825348132e-01	1.887221871221281821e-01
1.810142529999999897e+04	1.318496625885590967e-01	1.392939757582321858e-01	1.490165850586457064e-01	1.542878834840064328e-01	1.725326893673715389e-01	1.939607682258739640e-01
1.809295684999999867e+04	1.364630568736552862e-01	1.440679452428711704e-01	1.539649897457295580e-01	1.593288877144722893e-01	1.777773490197010475e-01	1.993304987368238468e-01
1.808449658999999883e+04	1.412203555032269242e-01	1.489852931264569746e-01	1.590554422517491406e-01	1.645110763248372743e-01	1.831593454158346179e-01	2.048327345126912669e-01
1.807604450999999972e+04	1.461240687797251137e-01	1.540482786662773218e-01	1.642899242992289510e-01	1.698362812195271521e-01	1.886801721572840540e-01	2.104687297069636753e-01
1.806760060000000158e+04	1.511766220171834041e-01	1.592590687936816241e-01	1.696703187858372708e-01	1.753062324473407818e-01	1.943412165541600067e-01	2.162396310278396627e-01
1.805916485000000102e+04	1.563803473697721602e-01	1.646197303960979796e-01	1.751984025942460721e-01	1.809225513070210900e-01	2.001437534101926929e-01	2.221464720192754538e-01
1.805073723999999856e+04	1.617374819990200496e-01	1.701322291605278370e-01	1.808758461954805274e-01	1.866867503669595030e-01	2.060889459681014557e-01	2.281901746353043881e-01
1.804231777000000147e+04	1.672501407255333472e-01	1.757984022024851878e-01	1.867041862912067751e-01	1.926002061298132673e-01	2.121778186733520588e-01	2.343715221831268736e-01
1.803390641999999934e+04	1.729203330107383918e-01	1.816199763543460688e-01	1.926848455226899681e-01	1.986641795025944068e-01	2.184112792812779036e-01	2.406911824483286000e-01
1.802550316999999995e+04	1.787499423296213530e-01	1.875985477684840586e-01	1.988191123442127339e-01	2.048797958239780836e-01	2.247900992418895849e-01	2.471496883900796415e-01
1.801710802999999942e+04	1.847406959543820559e-01	1.937355518233511431e-01	2.051081110958415110e-01	2.112480150383722888e-01	2.313148841593171412e-01	2.537474089310342573e-01
1.800872096999999849e+04	1.908942054736443017e-01	2.000323055544309947e-01	2.115528464594531866e-01	2.177696772210256648e-01	2.379861215203287195e-01	2.604845979246611098e-01
1.800034199000000081e+04	1.972119088148477639e-01	2.064899491618921723e-01	2.181541444576542699e-01	2.244454433220806622e-01	2.448041210011032420e-01	2.673613344406798320e-01
1.799197106999999960e+04	2.036950979566546360e-01	2.131094753282038456e-01	2.249126834609521119e-01	2.312758270629099444e-01	2.517690481828235294e-01	2.743775575097487929e-01
1.798360820999999851e+04	2.103448803541761725e-01	2.198916907505269469e-01	2.318289558589963495e-01	2.382611566890587285e-01	2.588808865547772009e-01	2.815330284715851783e-01
1.797525337999999829e+04	2.171622098712951421e-01	2.268372486770945939e-01	2.389033022590822397e-01	2.454016100363650421e-01	2.661394743033754229e-01	2.888273686776020033e-01
1.796690657999999894e+04	2.241478308782871853e-01	2.339465928826214569e-01	2.461358553686998074e-01	2.526971583746440708e-01	2.735444482060331861e-01	2.962600037070493575e-01
1.795856780000000072e+04	2.313023018031480360e-01	2.412199827101203509e-01	2.535265665734416918e-01	2.601475937843532593e-01	2.810952725922472029e-01	3.038301931845281967e-01
1.795023702000000048e+04	2.386259883105709967e-01	2.486574870959244732e-01	2.610752008335371910e-01	2.677525245059946268e-01	2.887912356177539941e-01	3.115370276441563058e-01
1.794191423999999824e+04	2.461190293692816500e-01	2.562589511150564214e-01	2.687813037434065300e-01	2.755113422713010296e-01	2.966314172435767782e-01	3.193793971013308419e-01
1.793359944000000178e+04	2.537813649830326090e-01	2.640240251650801118e-01	2.766442321776808599e-01	2.834232536994953366e-01	3.046147220520766252e-01	3.273560245543175595e-01
1.792529261000000042e+04	2.616127025368083503e-01	2.719521318247143382e-01	2.846631216897835270e-01	2.914872479772754876e-01	3.127398475860344584e-01	3.354654349171675709e-01
1.791699374000000171e+04	2.696125185946985359e-01	2.800424687207116459e-01	2.928368904573817599e-01	2.997021013566486536e-01	3.210052899382584979e-01	3.437059612479200221e-01
1.790870281999999861e+04	2.777800523288822543e-01	2.882940028924264042e-01	3.011642345895278461e-01	3.080663729434809373e-01	3.294093405085017912e-01	3.520757421158962619e-01
1.790041982999999891e+04	2.861143094596052538e-01	2.967054757593542424e-01	3.096436341116748925e-01	3.165784111976312487e-01	3.379500934878901242e-01	3.605727296256085457e-01
1.789214476999999897e+04	2.946140263169099160e-01	3.052753678364784062e-01	3.182733183642235120e-01	3.252363196839098136e-01	3.466254124395171665e-01	3.691946567334585261e-01
1.788387762999999904e+04	3.032776940439639302e-01	3.140019241720923282e-01	3.270512926359505634e-01	3.340379843038073782e-01	3.554329585900348754e-01	3.779390659770117122e-01
1.787561837999999989e+04	3.121035653965701373e-01	3.228831620931720270e-01	3.359753468190184722e-01	3.429810824023900029e-01	3.643702007528316078e-01	3.868033197931929901e-01
1.786736703000000125e+04	3.210895862426241809e-01	3.319168032074376606e-01	3.450429879847262127e-01	3.520630156478964379e-01	3.734343491082934841e-01	3.957845353434840119e-01
1.785912356000000000e+04	3.302334657389154882e-01	3.411003449720148017e-01	3.542515132171785153e-01	3.612809834771716355e-01	3.826224294789736247e-01	4.048796587046597506e-01
1.785088795000000027e+04	3.395326415707183854e-01	3.504310265702356708e-01	3.635979761383701936e-01	3.706319499478702983e-01	3.919312509479548901e-01	4.140854331761832929e-01
1.784266020999999819e+04	3.489842420811715140e-01	3.599057918285527014e-01	3.730791506423450921e-01	3.801126078897499316e-01	4.013573710044486265e-01	4.233983653081141996e-01
1.783444029999999839e+04	3.585851750307559871e-01	3.695213790641541651e-01	3.826916216338785981e-01	3.897194700463106898e-01	4.108971869351170647e-01	4.328148156516758993e-01
1.782622824000000037e+04	3.683319987819323460e-01	3.792741927897194110e-01	3.924316574380304901e-01	3.994487418779676391e-01	4.205468100871557202e-01	4.423308749585679878e-01
1.781802400000000125e+04	3.782210488919708902e-01	3.891604312976579272e-01	4.022953380945352153e-01	4.092964501469525396e-01	4.303021942398304045e-01	4.519424912912809456e-01
1.780982757000000129e+04	3.882483556413407477e-01	3.991760047912644715e-01	4.122784741918456008e-01	4.192583621239340252e-01	4.401590559711655581e-01	4.616453917579019794e-01
1.780163894000000073e+04	3.984096670228658987e-01	4.093165591128761216e-01	4.223766312379068077e-01	4.293300102557313092e-01	4.501128997230717244e-01	4.714351075772070243e-01
1.779345809999999983e+04	4.087004491946481521e-01	4.195774768460254767e-01	4.325851313536260845e-01	4.395066941378583114e-01	4.601590202644144645e-01	4.813069767914117669e-01
1.778528503999999884e+04	4.191158875785276905e-01	4.299538790161617219e-01	4.428990555146924413e-01	4.497834830087070745e-01	4.702925056184460995e-01	4.912561474039358611e-01
1.777711975000000166e+04	4.296508886152397011e-01	4.404406273979812325e-01	4.533132463469467521e-01	4.601552187692363183e-01	4.805082404560592768e-01	5.012775809423092310e-01
1.776896222000000125e+04	4.403000821855893032e-01	4.510323274357240786e-01	4.638223114789872259e-01	4.706165195305967441e-01	4.908009099550652565e-01	5.113660564452264801e-01
1.776081244000000152e+04	4.510578247049343847e-01	4.617233317809277815e-01	4.744206274540045953e-01	4.811617836905294765e-01	5.011650041243035369e-01	5.215161748714903789e-01
1.775267037999999957e+04	4.619182297075135057e-01	4.725077710635561257e-01	4.851023705498322403e-01	4.917852207367526818e-01	5.115948482980599010e-01	5.317223890740537806e-01
1.774453605999999854e+04	4.728750788453272569e-01	4.833794658737123884e-01	4.958614299008656245e-01	5.024807649741162008e-01	5.220845186502853785e-01	5.419789212395836886e-01
1.773640943999999945e+04	4.839219740580036344e-01	4.943320781378092721e-01	5.066915576426899159e-01	5.132422249328143504e-01	5.326279889954682600e-01	5.522799065897299187e-01
1.772829052999999840e+04	4.950521955708882538e-01	5.053589704355441192e-01	5.175862298415576657e-01	5.240631451737925994e-01	5.432189953154622497e-01	5.626192609356659435e-01
1.772017930999999953e+04	5.062588165058220513e-01	5.164533198684477799e-01	5.285387592714516636e-01	5.349369184207479755e-01	5.538511457270752780e-01	5.729907881770650580e-01
1.771207575999999972e+04	5.175346697535175844e-01	5.276080852910708385e-01	5.395422630276365261e-01	5.458567533626790258e-01	5.645178888572496279e-01	5.833881493343102687e-01
1.770397988999999870e+04	5.288723135848976131e-01	5.388159734120325783e-01	5.505896291560334888e-01	5.568156415493153988e-01	5.752124815037870098e-01	5.938048310241722527e-01
1.769589168000000063e+04	5.402641236471960040e-01	5.500695298140870770e-01	5.616736063970834136e-01	5.678064464077950957e-01	5.859280754678615200e-01	6.042342300177933057e-01
1.768781110999999873e+04	5.517022607198505124e-01	5.613611069598912762e-01	5.727867724736227517e-01	5.788218716704386368e-01	5.966576864750636755e-01	6.146696227860174444e-01
1.767973818000000028e+04	5.631786519016341863e-01	5.726828455524657358e-01	5.839215156304204957e-01	5.898544429954184487e-01	6.073941760930549050e-01	6.251041478071100999e-01
1.767167287999999826e+04	5.746850433032947292e-01	5.840267264154554994e-01	5.950700855111454857e-01	6.008965582804396410e-01	6.181303004931728573e-01	6.355308528454569617e-01
1.766361519000000044e+04	5.862130113062018477e-01	5.953845813359923689e-01	6.062246035093846741e-01	6.119404977364821807e-01	6.288587198663392330e-01	6.459427038590725978e-01
1.765556510999999955e+04	5.977539311976215464e-01	6.067480618923819513e-01	6.173770318409628199e-01	6.229783930851130469e-01	6.395719681275585655e-01	6.563325553762273668e-01
