peakcenter	17289.8119463758-20°C	17277.150453038626-40°C	17271.260566842393-45°C	17262.46575968384-50°C
1.474607567999999992e+04	3.341370942310615405e-02	2.809310136142158243e-02	2.801631681239929311e-02	2.694624904871208843e-02
1.474054370999999992e+04	3.296908238979499861e-02	2.770684781897821830e-02	2.763099859635921238e-02	2.657307721289569116e-02
1.473501605999999992e+04	3.252946245008572768e-02	2.732515052807890990e-02	2.725022758892518479e-02	2.620435198206249455e-02
1.472949274999999943e+04	3.209481170974960718e-02	2.694797143442187459e-02	2.687396577746638607e-02	2.584003545320306613e-02
1.472397374999999920e+04	3.166508833052931321e-02	2.657526913518290859e-02	2.650217180972659625e-02	2.548008650606798861e-02
1.471845905999999923e+04	3.124025287425504990e-02	2.620700438567153887e-02	2.613480648710083190e-02	2.512446612231343870e-02
1.471294867999999951e+04	3.082026591136902485e-02	2.584313802196569476e-02	2.577183069230096907e-02	2.477313537850050693e-02
1.470744261000000006e+04	3.040508802786208095e-02	2.548363096650323179e-02	2.541320539492869859e-02	2.442605545138114634e-02
1.470194082999999955e+04	2.999467834820079837e-02	2.512844294967400693e-02	2.505889037620814830e-02	2.408318638378950313e-02
1.469644334999999955e+04	2.958899829163803494e-02	2.477753576110102926e-02	2.470884747227872560e-02	2.374449022322155933e-02
1.469095015000000058e+04	2.918800710250357006e-02	2.443086938082924056e-02	2.436303671488714018e-02	2.340992728707222761e-02
1.468546124000000054e+04	2.879166628414705012e-02	2.408840581415785248e-02	2.402142015676926590e-02	2.307945986389975043e-02
1.467997660999999971e+04	2.839993593518057649e-02	2.375010592289457032e-02	2.368395871071146339e-02	2.275304915500109618e-02
1.467449625000000015e+04	2.801277623890905885e-02	2.341593071348486640e-02	2.335061343450454616e-02	2.243065651765039151e-02
1.466902016000000003e+04	2.763014816363724285e-02	2.308584194045778734e-02	2.302134613288010084e-02	2.211224404702532426e-02
1.466354833999999937e+04	2.725201274254350492e-02	2.275980148354506821e-02	2.269611873616329475e-02	2.179777397498480068e-02
1.465808077000000048e+04	2.687832972010324728e-02	2.243777018103556425e-02	2.237489213653997763e-02	2.148720754490108728e-02
1.465261744999999974e+04	2.650906032150950400e-02	2.211971021711453197e-02	2.205762856943679559e-02	2.118050731414004156e-02
1.464715839000000051e+04	2.614416651772762806e-02	2.180558448566025098e-02	2.174429097887922019e-02	2.087763653987213808e-02
1.464170355999999992e+04	2.578360770741451244e-02	2.149535373407300207e-02	2.143484016848849066e-02	2.057855642527272461e-02
1.463625297999999930e+04	2.542734671917335279e-02	2.118898172915638020e-02	2.112923995438860045e-02	2.028323110001730920e-02
1.463080662999999913e+04	2.507534384883922801e-02	2.088643012539199290e-02	2.082745204636931094e-02	1.999162267270341437e-02
1.462536450999999943e+04	2.472756082283808846e-02	2.058766187424477742e-02	2.052943944861135989e-02	1.970369451741506642e-02
1.461992661000000044e+04	2.438395884542014433e-02	2.029263954442592222e-02	2.023516478417597408e-02	1.941940965443913689e-02
1.461449293000000034e+04	2.404449988134061203e-02	2.000132642325622850e-02	1.994459139357689093e-02	1.913873181153176103e-02
1.460906346999999914e+04	2.370914601058086296e-02	1.971368596137012402e-02	1.965768278087862836e-02	1.886162488854343719e-02
1.460363820999999916e+04	2.337785821860807051e-02	1.942968073538530252e-02	1.937440157900758783e-02	1.858805195811995270e-02
1.459821716000000015e+04	2.305059947121568253e-02	1.914927508401495157e-02	1.909471217914460867e-02	1.831797780499062889e-02
1.459280031000000054e+04	2.272733164787689789e-02	1.887243247785833078e-02	1.881857810720790475e-02	1.805136639208596711e-02
1.458738766000000032e+04	2.240801737428852955e-02	1.859911708971563604e-02	1.854596359015756035e-02	1.778818237300497027e-02
1.458197919000000002e+04	2.209261825277474001e-02	1.832929227919320031e-02	1.827683204447902790e-02	1.752838963261970848e-02
1.457657490999999936e+04	2.178109779869485951e-02	1.806292310488622974e-02	1.801114858191131193e-02	1.727195370585399986e-02
1.457117481000000043e+04	2.147341851135308941e-02	1.779997381731574999e-02	1.774887750881308859e-02	1.701883936355172086e-02
1.456577887999999984e+04	2.116954306390971680e-02	1.754040887708006868e-02	1.748998334169910712e-02	1.676901159279408846e-02
1.456038711999999941e+04	2.086943485983618757e-02	1.728419342919923149e-02	1.723443128034884281e-02	1.652243605322281650e-02
1.455499952999999914e+04	2.057305745670986313e-02	1.703129280974807758e-02	1.698218671570270524e-02	1.627907860190832764e-02
1.454961609999999928e+04	2.028037402921607085e-02	1.678167208744112127e-02	1.673321477263327653e-02	1.603890485217418158e-02
1.454423682999999983e+04	1.999134847252533737e-02	1.653529700457864737e-02	1.648748124844452018e-02	1.580188107889607396e-02
1.453886169999999947e+04	1.970594379003788588e-02	1.629213260199025362e-02	1.624495124138840632e-02	1.556797289546493074e-02
1.453349072999999953e+04	1.942412528848814351e-02	1.605214594091925948e-02	1.600559186544426790e-02	1.533714787197059531e-02
1.452812389000000076e+04	1.914585581756882149e-02	1.581530204716773830e-02	1.576936820504431722e-02	1.510937163371447664e-02
1.452276118999999926e+04	1.887110051073818962e-02	1.558156794820264764e-02	1.553624734162696412e-02	1.488461174418097624e-02
1.451740262000000075e+04	1.859982364574001845e-02	1.535090999932062737e-02	1.530619568678631866e-02	1.466283513318230106e-02
1.451204817999999977e+04	1.833199019969978388e-02	1.512329520656154752e-02	1.507918030171445482e-02	1.444400936896185657e-02
1.450669786999999997e+04	1.806756533023426425e-02	1.489869078439446867e-02	1.485516845603847454e-02	1.422810223265418179e-02
1.450135167000000001e+04	1.780651340736386090e-02	1.467706333348700251e-02	1.463412680775927344e-02	1.401508092789240101e-02
1.449600957999999991e+04	1.754879999249895489e-02	1.445838052107265882e-02	1.441602307917926387e-02	1.380491369596281714e-02
1.449067159999999967e+04	1.729439083443486819e-02	1.424261022693680372e-02	1.420082520512930963e-02	1.359756899458543396e-02
1.448533772999999928e+04	1.704325187169563119e-02	1.402972054484992112e-02	1.398850133439220010e-02	1.339301549915645172e-02
1.448000794999999925e+04	1.679534831020598057e-02	1.381967900074858313e-02	1.377901904996134928e-02	1.319122135153570803e-02
1.447468226999999933e+04	1.655064696506110267e-02	1.361245453676502432e-02	1.357234734778630866e-02	1.299215606613911972e-02
1.446936067000000003e+04	1.630911347138132989e-02	1.340801514746569646e-02	1.336845427929875610e-02	1.279578825884766791e-02
1.446404317000000083e+04	1.607071548865328728e-02	1.320633059240244357e-02	1.316730965671755391e-02	1.260208825251817738e-02
1.445872974000000067e+04	1.583541863131008448e-02	1.300736895155125451e-02	1.296888161769075599e-02	1.241102476838003288e-02
1.445342037999999957e+04	1.560319008450485739e-02	1.281109968462230270e-02	1.277313967641856632e-02	1.222256786429433591e-02
1.444811510000000089e+04	1.537399766521787940e-02	1.261749283470232040e-02	1.258005392940724811e-02	1.203668816946657470e-02
1.444281387999999970e+04	1.514780810131016037e-02	1.242651757414545664e-02	1.238959360526978477e-02	1.185335548828087698e-02
1.443751672999999937e+04	1.492458962510480151e-02	1.223814439490418342e-02	1.220172924915554485e-02	1.167254090307736324e-02
1.443222363000000041e+04	1.470430941443229798e-02	1.205234294737538188e-02	1.201643056741737853e-02	1.149421469934393085e-02
1.442693457999999919e+04	1.448693571395904059e-02	1.186908383045244195e-02	1.183366821282674612e-02	1.131834808390023983e-02
1.442164957999999933e+04	1.427243697791688755e-02	1.168833786699157926e-02	1.165341306198618317e-02	1.114491248918914913e-02
1.441636861999999928e+04	1.406078147315390284e-02	1.151007576902890114e-02	1.147563588145212275e-02	1.097387925195740695e-02
1.441109170000000086e+04	1.385193809191448584e-02	1.133426882210305728e-02	1.130030801019328915e-02	1.080522026976640272e-02
1.440581881000000067e+04	1.364587555112683342e-02	1.116088821030290952e-02	1.112740068646861716e-02	1.063890735327500427e-02
1.440054996000000028e+04	1.344256356828932471e-02	1.098990600518891074e-02	1.095688603404390907e-02	1.047491317473506212e-02
1.439528512000000046e+04	1.324197054204355982e-02	1.082129321446466050e-02	1.078873511619200636e-02	1.031320939624454612e-02
1.439002431000000070e+04	1.304406701368130556e-02	1.065502269210453004e-02	1.062292083785299629e-02	1.015376946072256252e-02
1.438476750999999967e+04	1.284882222652036256e-02	1.049106624530169243e-02	1.045941506049727181e-02	9.996565817182665944e-03
1.437951471999999922e+04	1.265620640777000844e-02	1.032939655183384188e-02	1.029819051423190406e-02	9.841571759369569308e-03
1.437426593999999932e+04	1.246619000246313586e-02	1.016998651543877044e-02	1.013922015493488350e-02	9.688760807388310109e-03
1.436902115000000049e+04	1.227874296398794376e-02	1.001280867052876250e-02	9.982476570610080563e-03	9.538106137029822573e-03
1.436378037000000040e+04	1.209383690356874604e-02	9.857836984175203168e-03	9.827933778388978775e-03	9.389582306873044820e-03
1.435854357999999957e+04	1.191144223148482041e-02	9.705044458423725540e-03	9.675564833464616113e-03	9.243162959979990545e-03
1.435331077000000005e+04	1.173152995564765745e-02	9.554404638239269443e-03	9.525343332868073734e-03	9.098822269204763849e-03
1.434808194999999978e+04	1.155407199629498831e-02	9.405891873515008147e-03	9.377243676735100633e-03	8.956535187915785207e-03
1.434285709999999926e+04	1.137903947824279137e-02	9.259479888992783181e-03	9.231239642195555872e-03	8.816276079664423990e-03
1.433763623000000007e+04	1.120640476751326615e-02	9.115143488175358674e-03	9.087306082540567986e-03	8.678020350545918513e-03
1.433241933000000063e+04	1.103613978552082063e-02	8.972857142296758459e-03	8.945417520115649113e-03	8.541743097268900478e-03
1.432720638999999937e+04	1.086821669207902775e-02	8.832595561514668472e-03	8.805548715919828476e-03	8.407419654304493575e-03
1.432199741999999969e+04	1.070260851686706885e-02	8.694334221431294918e-03	8.667675194642832787e-03	8.275026097906694467e-03
1.431679239000000052e+04	1.053928724757425758e-02	8.558047766285931460e-03	8.531771652329893721e-03	8.144537716921368062e-03
1.431159132999999929e+04	1.037822698848572985e-02	8.423712644825625054e-03	8.397814584847489855e-03	8.015931536536071225e-03
1.430639420000000064e+04	1.021939989136340377e-02	8.291303714533466984e-03	8.265778901649957489e-03	7.889183066918065840e-03
1.430120102000000043e+04	1.006278019139254451e-02	8.160797607694173644e-03	8.135641282369958024e-03	7.764269525678591660e-03
1.429601178000000073e+04	9.908341426088398268e-03	8.032170411450680753e-03	8.007377863400447909e-03	7.641167616787609626e-03
1.429082646999999997e+04	9.756057369951531485e-03	7.905398447031858691e-03	7.880965014925887108e-03	7.519854276487757463e-03
1.428564508999999998e+04	9.605902321811354838e-03	7.780458508264143959e-03	7.756379578751062577e-03	7.400306901377175749e-03
1.428046764000000076e+04	9.457850801109529693e-03	7.657327607949070657e-03	7.633598615389260503e-03	7.282503105528922473e-03
1.427529409999999916e+04	9.311876987192027957e-03	7.535982511386902540e-03	7.512598938909708333e-03	7.166420274154663116e-03
1.427012448000000040e+04	9.167956139120385026e-03	7.416400916422477042e-03	7.393358293621921096e-03	7.052036692420928995e-03
1.426495876999999928e+04	9.026063174972719441e-03	7.298560271674331412e-03	7.275854175661115864e-03	6.939330414752001470e-03
1.425979696999999942e+04	8.886173516056168967e-03	7.182438477777716886e-03	7.160064532229485149e-03	6.828279935539052076e-03
1.425463906999999926e+04	8.748262536957330734e-03	7.068013430168315625e-03	7.045967305680633785e-03	6.718863751730908690e-03
1.424948507000000063e+04	8.612306107038839725e-03	6.955263468097872687e-03	6.933540881245896757e-03	6.611060792128652802e-03
1.424433496000000014e+04	8.478280055030394669e-03	6.844166929922315852e-03	6.822763643591583591e-03	6.504849992028345802e-03
1.423918873999999960e+04	8.346160696015143127e-03	6.734702589665134825e-03	6.713614412124679562e-03	6.400210710519949227e-03
1.423404639999999927e+04	8.215924310234433078e-03	6.626849224514490960e-03	6.606072009728201043e-03	6.297122316894311622e-03
1.422890795000000071e+04	8.087547904029065635e-03	6.520586244576204865e-03	6.500115890694199705e-03	6.195564792477327443e-03
1.422377337000000080e+04	7.961007951396962060e-03	6.415892650494363532e-03	6.395725101347258384e-03	6.095517734247637466e-03
1.421864265999999952e+04	7.836281650941656976e-03	6.312748073668157482e-03	6.292879317255109690e-03	5.996961348936800766e-03
1.421351582000000053e+04	7.713346415299725430e-03	6.211132352886040986e-03	6.191558421077943998e-03	5.899876048243450979e-03
1.420839284000000043e+04	7.592179635623254666e-03	6.111025339347842325e-03	6.091742308152930940e-03	5.804242262474969098e-03
1.420327371999999923e+04	7.472759160353957368e-03	6.012407291961965883e-03	5.993411280639919861e-03	5.710040818117026809e-03
1.419815846000000056e+04	7.355063049777422861e-03	5.915258673889189737e-03	5.896545844649708247e-03	5.617252743316959729e-03
1.419304703999999947e+04	7.239069124584577783e-03	5.819559779746549637e-03	5.801126338532695131e-03	5.525858911776543834e-03
1.418793946999999935e+04	7.124756107464766570e-03	5.725291677239223442e-03	5.707133871759239967e-03	5.435840941969203102e-03
1.418283574000000044e+04	7.012102479643082288e-03	5.632435263109403928e-03	5.614549383618124175e-03	5.347180295409287298e-03
1.417773584999999912e+04	6.901087159253724117e-03	5.540971822349183978e-03	5.523354200791978814e-03	5.259858810600843461e-03
1.417263978999999927e+04	6.791689058848819974e-03	5.450882663038499748e-03	5.433529673260151932e-03	5.173858354275646942e-03
1.416754756000000089e+04	6.683887519789408899e-03	5.362149473808817783e-03	5.345057530709715170e-03	5.089161162571263775e-03
1.416245915000000059e+04	6.577661881824640490e-03	5.274753968967560783e-03	5.257919528697807543e-03	5.005749502163297365e-03
1.415737456000000020e+04	6.472991905474158314e-03	5.188678235752107459e-03	5.172097794879906320e-03	4.923606001628627431e-03
1.415229378999999972e+04	6.369857554959488556e-03	5.103904555130690801e-03	5.087574650332463318e-03	4.842713480277507226e-03
1.414721681999999964e+04	6.268238599781371032e-03	5.020415074135938134e-03	5.004332282852989519e-03	4.763054635444446266e-03
1.414214366999999947e+04	6.168115817413734846e-03	4.938192793661803914e-03	4.922353731829777305e-03	4.684612984886288301e-03
1.413707430999999997e+04	6.069469197709983881e-03	4.857220092994948314e-03	4.841621417138098314e-03	4.607371458956743132e-03
1.413200876000000062e+04	5.972279915535403175e-03	4.777480349381570297e-03	4.762118753902168204e-03	4.531313945615027608e-03
1.412694699000000037e+04	5.876528383470498197e-03	4.698956339206554998e-03	4.683828558416560511e-03	4.456423765183549490e-03
1.412188902000000053e+04	5.782196169458672652e-03	4.621631810962601068e-03	4.606734616434771633e-03	4.382685170592555586e-03
1.411683482999999978e+04	5.689264286326586005e-03	4.545490081944648236e-03	4.530820284036283715e-03	4.310082008885584778e-03
1.411178442999999970e+04	5.597714502924911947e-03	4.470515112800955634e-03	4.456069558971252967e-03	4.238598745889990936e-03
1.410673780000000079e+04	5.507528239567585637e-03	4.396690602145317955e-03	4.382466177972591317e-03	4.168219602816038323e-03
1.410169493999999941e+04	5.418687479627975513e-03	4.324000732903507567e-03	4.309994360867962400e-03	4.098929267794290503e-03
1.409665584999999919e+04	5.331174398091023843e-03	4.252429867541855472e-03	4.238638506714121484e-03	4.030712605169317966e-03
1.409162053000000014e+04	5.244971360451974006e-03	4.181962546804441141e-03	4.168383192534219801e-03	3.963554654212737144e-03
1.408658895999999913e+04	5.160060586509549428e-03	4.112583214706642606e-03	4.099212899136839283e-03	3.897440366989477715e-03
1.408156115999999929e+04	5.076425164091141577e-03	4.044277046535377750e-03	4.031112836618400315e-03	3.832355397321904507e-03
1.407653709999999955e+04	4.994047534937290367e-03	3.977028711478562337e-03	3.964067710718553392e-03	3.768284921600528314e-03
1.407151678999999967e+04	4.912910996583718694e-03	3.910823599034342866e-03	3.898062945526767874e-03	3.705214807310178420e-03
1.406650021999999990e+04	4.832998705325684818e-03	3.845647004424283203e-03	3.833083871350387827e-03	3.643130836789236059e-03
1.406148739000000023e+04	4.754294165712227849e-03	3.781484527813741385e-03	3.769116122724840146e-03	3.582019087499246218e-03
1.405647830000000067e+04	4.676781064215432097e-03	3.718321938161402423e-03	3.706145502670852090e-03	3.521865802224521946e-03
1.405147293999999965e+04	4.600443116634636044e-03	3.656145048623034386e-03	3.644157858474269835e-03	3.462657270353104982e-03
1.404647129999999925e+04	4.525264227060894588e-03	3.594939845885025340e-03	3.583139210624366414e-03	3.404379951000369945e-03
1.404147338999999920e+04	4.451228780494684290e-03	3.534692727884850786e-03	3.523075989804676234e-03	3.347020699243900659e-03
1.403647919000000002e+04	4.378320895412193825e-03	3.475389895109076005e-03	3.463954430044218109e-03	3.290566186493309488e-03
1.403148870999999963e+04	4.306525311298373647e-03	3.417018072508767618e-03	3.405761288426076630e-03	3.235003587727460200e-03
1.402650194000000010e+04	4.235826652009380341e-03	3.359563909862365878e-03	3.348483247278562398e-03	3.180320010554625251e-03
1.402151886999999988e+04	4.166209722695172514e-03	3.303014223124175336e-03	3.292107154784163197e-03	3.126502724928697987e-03
1.401653951000000052e+04	4.097659781604426170e-03	3.247356214733629169e-03	3.236620244607770185e-03	3.073539372706610932e-03
1.401156384000000071e+04	4.030161845290272660e-03	3.192576909045982507e-03	3.182009573058425765e-03	3.021417430313210611e-03
1.400659187000000020e+04	3.963701513328143043e-03	3.138663821641241025e-03	3.128262686337598877e-03	2.970124845575631851e-03
1.400162358999999924e+04	3.898264283640952982e-03	3.085604403229221752e-03	3.075367066151836037e-03	2.919649508507672457e-03
1.399665898999999990e+04	3.833835828344892092e-03	3.033386263355847875e-03	3.023310352728610182e-03	2.869979464125049524e-03
1.399169807000000037e+04	3.770402119150519267e-03	2.981997271659049542e-03	2.972080445755392875e-03	2.821103008674774159e-03
1.398674083000000064e+04	3.707949291438400637e-03	2.931425447290475581e-03	2.921665394139074182e-03	2.773008584360073768e-03
1.398178725999999915e+04	3.646463519786221838e-03	2.881658857899463758e-03	2.872053295300726859e-03	2.725684683221069916e-03
1.397683735999999953e+04	3.585931268566990363e-03	2.832685822266200592e-03	2.823232497177696320e-03	2.679120039775064865e-03
1.397189112999999998e+04	3.526339161857378057e-03	2.784494804606811504e-03	2.775191492852740593e-03	2.633303530420117149e-03
1.396694856000000073e+04	3.467673864351402627e-03	2.737074318053741694e-03	2.727918824332641826e-03	2.588224081620956601e-03
1.396200964000000022e+04	3.409922204890232511e-03	2.690413024374198846e-03	2.681403181954399202e-03	2.543870764672082757e-03
1.395707438000000002e+04	3.353071403608594465e-03	2.644499917086527620e-03	2.635633586925864753e-03	2.500232969665273225e-03
1.395214276000000064e+04	3.297108490244888071e-03	2.599323851302539484e-03	2.590598922633873761e-03	2.457299958546275802e-03
1.394721478999999999e+04	3.242020993983208213e-03	2.554874100579552880e-03	2.546288489752951151e-03	2.415061394309737670e-03
1.394229046000000017e+04	3.187796370399198845e-03	2.511139893949955633e-03	2.502691544720253743e-03	2.373506900932625431e-03
1.393736976999999933e+04	3.134422339719500784e-03	2.468110688697895509e-03	2.459797571655581057e-03	2.332626322543065577e-03
1.393245269999999982e+04	3.081886559131703871e-03	2.425775905893027499e-03	2.417596018723389313e-03	2.292409472094810753e-03
1.392753926999999931e+04	3.030177264100988258e-03	2.384125446958947677e-03	2.376076813073254093e-03	2.252846622041665327e-03
1.392262946000000011e+04	2.979282412239312762e-03	2.343149003521320488e-03	2.335229672857324409e-03	2.213927848654126656e-03
1.391772328000000016e+04	2.929190422725159049e-03	2.302836652836286711e-03	2.295044700780758500e-03	2.175643597567256636e-03
1.391282070000000022e+04	2.879889453087612627e-03	2.263178275346641559e-03	2.255511803494059889e-03	2.137984130545480567e-03
1.390792173999999977e+04	2.831368312907554374e-03	2.224164289661488200e-03	2.216621424246964598e-03	2.100940223410556907e-03
1.390302639000000090e+04	2.783615650316549010e-03	2.185784997741466347e-03	2.178363890141330871e-03	2.064502544137948419e-03
1.389813464999999997e+04	2.736620354483896168e-03	2.148030908461954092e-03	2.140729734668504053e-03	2.028661960064936584e-03
1.389324649999999929e+04	2.690371265233183068e-03	2.110892504069355764e-03	2.103709464904821285e-03	1.993409316124638425e-03
1.388836195000000043e+04	2.644857648370749041e-03	2.074360621718787916e-03	2.067293941834087712e-03	1.958735796974342500e-03
1.388348099999999977e+04	2.600068808686673266e-03	2.038426142312860581e-03	2.031474070172152504e-03	1.924632631546003983e-03
1.387860362999999961e+04	2.555994006150528238e-03	2.003079923249855530e-03	1.996240731329319406e-03	1.891091029215598383e-03
1.387372984999999971e+04	2.512622909860412652e-03	1.968313162322005844e-03	1.961585146144945169e-03	1.858102525087293889e-03
1.386885964000000058e+04	2.469945054430427913e-03	1.934116961530109487e-03	1.927498440092693119e-03	1.825658566025696551e-03
1.386399301999999989e+04	2.427950458271511784e-03	1.900482822409818411e-03	1.893972137019938641e-03	1.793750980581399054e-03
1.385912996000000021e+04	2.386628836898358787e-03	1.867402015535828044e-03	1.860997530669251682e-03	1.762371380768005657e-03
1.385427047999999922e+04	2.345970464613115081e-03	1.834866270445404237e-03	1.828566372387768410e-03	1.731511816521466357e-03
1.384941455999999926e+04	2.305965405113264213e-03	1.802867159395128921e-03	1.796670256859342818e-03	1.701164191082596162e-03
1.384456220000000030e+04	2.266604018705743739e-03	1.771396503180268454e-03	1.765301026618711078e-03	1.671320645892938753e-03
1.383971340000000055e+04	2.227876789824128137e-03	1.740446232816088333e-03	1.734450634174473579e-03	1.641973429336661188e-03
1.383486815999999999e+04	2.189774325804996931e-03	1.710008388356458811e-03	1.704111140829445235e-03	1.613114895574332486e-03
1.383002645999999913e+04	2.152287202019473322e-03	1.680074995056693660e-03	1.674274593242371795e-03	1.584737387102715892e-03
1.382518829999999980e+04	2.115406275082844321e-03	1.650638313373776643e-03	1.644933272618285484e-03	1.556833471737203642e-03
1.382035368999999992e+04	2.079122595132093000e-03	1.621690768522415045e-03	1.616079624488521308e-03	1.529395875742141147e-03
1.381552261999999973e+04	2.043427178918338482e-03	1.593224769240733033e-03	1.587706078062228699e-03	1.502417312003892806e-03
1.381069507999999951e+04	2.008311164500342638e-03	1.565232831141317397e-03	1.559805169176561477e-03	1.475890596931410436e-03
1.380587106999999924e+04	1.973765880940033315e-03	1.537707632034126777e-03	1.532369595437347871e-03	1.449808702831161672e-03
1.380105059000000074e+04	1.939782771480962585e-03	1.510641950439515569e-03	1.505392154929560645e-03	1.424164699582992997e-03
1.379623363000000063e+04	1.906353323512895897e-03	1.484028609660237742e-03	1.478865690470132022e-03	1.398951701615879818e-03
1.379142017999999916e+04	1.873469140550956943e-03	1.457860534982450759e-03	1.452783146621174862e-03	1.374162922075157934e-03
1.378661025999999947e+04	1.841122141079733340e-03	1.432130911620094291e-03	1.427137727115223914e-03	1.349791822378021726e-03
1.378180384000000049e+04	1.809304016154968499e-03	1.406832753029517002e-03	1.401922464580157221e-03	1.325831703266124127e-03
1.377700093000000015e+04	1.778006836117446924e-03	1.381959383386337096e-03	1.377130701435836345e-03	1.302276161780241978e-03
1.377220152000000053e+04	1.747222646903023001e-03	1.357504116326800452e-03	1.352755769685281845e-03	1.279118786929293308e-03
1.376740560999999980e+04	1.716943666951677118e-03	1.333460411325872738e-03	1.328791146778515297e-03	1.256353307756770789e-03
1.376261319999999978e+04	1.687162219351502970e-03	1.309821819568029403e-03	1.305230401658912399e-03	1.233973542034573012e-03
1.375782428000000073e+04	1.657870670029999889e-03	1.286581934752548334e-03	1.282067145729156839e-03	1.211973349657350903e-03
1.375303883999999925e+04	1.629061491139745200e-03	1.263734443289576135e-03	1.259295082880777230e-03	1.190346680138911449e-03
1.374825689000000057e+04	1.600727377368475366e-03	1.241273216314154075e-03	1.236908101202147028e-03	1.169087659659288859e-03
1.374347841999999946e+04	1.572861003993790158e-03	1.219192117648167052e-03	1.214900081572804595e-03	1.148190409251960333e-03
1.373870342999999957e+04	1.545455205886961825e-03	1.197485145594186749e-03	1.193265038987494217e-03	1.127649178983650916e-03
1.373393190999999933e+04	1.518502859704022948e-03	1.176146339426130958e-03	1.171997029354693298e-03	1.107458259422771426e-03
1.372916386000000057e+04	1.491996997538753847e-03	1.155169869254135413e-03	1.151090239062146827e-03	1.087612066643484521e-03
1.372439926999999989e+04	1.465930692792408565e-03	1.134549945510766791e-03	1.130538894761814496e-03	1.068105056546340926e-03
1.371963813999999911e+04	1.440297170235568802e-03	1.114280905902199654e-03	1.110337350030709581e-03	1.048931807090473355e-03
1.371488047999999981e+04	1.415089800567650817e-03	1.094357210867110894e-03	1.090480080842515199e-03	1.030087013945337349e-03
1.371012625999999909e+04	1.390301836569375008e-03	1.074773234932873290e-03	1.070961477618371984e-03	1.011565293122165940e-03
1.370537550000000010e+04	1.365926886746182721e-03	1.055523640891696318e-03	1.051776218153638743e-03	9.933615348462418448e-04
1.370062817999999970e+04	1.341958442849412606e-03	1.036603006325993205e-03	1.032918895388050453e-03	9.754705502982625618e-04
1.369588429999999971e+04	1.318390190797967499e-03	1.018006069097745223e-03	1.014384262074062657e-03	9.578873037530392541e-04
1.369114386999999988e+04	1.295215953031065475e-03	9.997276815783943688e-04	9.961671851572741210e-04	9.406068692425331767e-04
1.368640685999999914e+04	1.272429445029012391e-03	9.817626185127561588e-04	9.782624542838446249e-04	9.236242488881717420e-04
1.368167329000000063e+04	1.250024712282948956e-03	9.641059214990621009e-04	9.606651251233175011e-04	9.069346985345462606e-04
1.367694314999999915e+04	1.227995740528671975e-03	9.467525914815514863e-04	9.433702128918164962e-04	8.905334370117386385e-04
1.367221643000000040e+04	1.206336602484520950e-03	9.296977043787228289e-04	9.263728075913104081e-04	8.744157554258132894e-04
1.366749313000000075e+04	1.185041501474044757e-03	9.129364452779417313e-04	9.096681080874432709e-04	8.585770494399836989e-04
1.366277325000000019e+04	1.164104722734938743e-03	8.964640699303204601e-04	8.932513837325387627e-04	8.430127828489823337e-04
1.365805678000000080e+04	1.143520589161832902e-03	8.802758698276994757e-04	8.771179395595095785e-04	8.277184545580441649e-04
1.365334372000000076e+04	1.123283549021729432e-03	8.643672410903343283e-04	8.612631849355789192e-04	8.126896636451419985e-04
1.364863406000000032e+04	1.103388087649704403e-03	8.487336148975118755e-04	8.456825642269618628e-04	7.979220436054878813e-04
1.364392780999999923e+04	1.083828853562501934e-03	8.333705564732741969e-04	8.303716554478307718e-04	7.834113558287225231e-04
1.363922494999999981e+04	1.064600447969089305e-03	8.182735996011301438e-04	8.153260053352460318e-04	7.691533332611058451e-04
1.363452548999999999e+04	1.045697673187663112e-03	8.034384416304938539e-04	8.005413236924659431e-04	7.551438645667031720e-04
1.362982942000000003e+04	1.027115325566570984e-03	7.888607807416866393e-04	7.860133212055118524e-04	7.413788404025492031e-04
1.362513673000000017e+04	1.008848278272266681e-03	7.745363808705744849e-04	7.717377741463938949e-04	7.278542147181889764e-04
1.362044743000000017e+04	9.908915562457031815e-04	7.604611303349172657e-04	7.577105827979986434e-04	7.145660600752416856e-04
1.361576151000000027e+04	9.732401795775931378e-04	7.466309189047296230e-04	7.439276489425842610e-04	7.015104515567594564e-04
1.361107897000000048e+04	9.558892790641507166e-04	7.330417283031654199e-04	7.303849660528754367e-04	6.886835521897800589e-04
1.360639978999999948e+04	9.388339837809488771e-04	7.196895440391625973e-04	7.170785314252941861e-04	6.760815296980918470e-04
1.360172399000000041e+04	9.220696394747801734e-04	7.065705262870458506e-04	7.040045164731058638e-04	6.637007177601831351e-04
1.359705155000000013e+04	9.055915160627469760e-04	6.936807807899888828e-04	6.911590384138029553e-04	6.515373997606708481e-04
1.359238247000000047e+04	8.893950248403373251e-04	6.810165287930616384e-04	6.785383296187561322e-04	6.395879691507349793e-04
1.358771674999999959e+04	8.734756441337326481e-04	6.685740487272721216e-04	6.661386794959516227e-04	6.278488743839115991e-04
1.358305438999999933e+04	8.578289184603314849e-04	6.563496754549201593e-04	6.539564337369558819e-04	6.163166181821253886e-04
1.357839537000000018e+04	8.424503922266285763e-04	6.443397484037636158e-04	6.419879426291464014e-04	6.049877085913791218e-04
1.357373970000000008e+04	8.273357752737088436e-04	6.325407407794530904e-04	6.302296898216169828e-04	5.938587808511380404e-04
