fwhm	874.3768121211048-20°C	874.3768121211048-40°C	874.3768121211048-45°C	874.3768121211048-50°C
1.473501605999999992e+04	3.252946246710892303e-02	3.867725043367414156e-02	4.082620996116206880e-02	4.321113248010210323e-02
1.472949274999999943e+04	3.209481172664763876e-02	3.819925721895294640e-02	4.033446007984473752e-02	4.270487593898460166e-02
1.472397374999999920e+04	3.166508834730203531e-02	3.772620168860383455e-02	3.984763532337456254e-02	4.220352270463229027e-02
1.471845905999999923e+04	3.124025289090236537e-02	3.725804994879890197e-02	3.936570366474932692e-02	4.170704276818361367e-02
1.471294867999999951e+04	3.082026592789086430e-02	3.679476803264283141e-02	3.888863298054571344e-02	4.121540600115678604e-02
1.470744261000000006e+04	3.040508804425838540e-02	3.633632190706681531e-02	3.841639105773657359e-02	4.072858216215653748e-02
1.470194082999999955e+04	2.999467836447152966e-02	3.588267583856918214e-02	3.794894390916660892e-02	4.024653915914468139e-02
1.469644334999999955e+04	2.958899830778314102e-02	3.543379654251095634e-02	3.748626004815684698e-02	3.976924745650232962e-02
1.469095015000000058e+04	2.918800711852310298e-02	3.498964824200052198e-02	3.702830539685451200e-02	3.929667482414631041e-02
1.468546124000000054e+04	2.879166630004102376e-02	3.455019757338431696e-02	3.657504834234689278e-02	3.882879155300081320e-02
1.467997660999999971e+04	2.839993595094905676e-02	3.411540952974321389e-02	3.612645555452193014e-02	3.836556613984388325e-02
1.467449625000000015e+04	2.801277625455211862e-02	3.368524910768254388e-02	3.568249368305433100e-02	3.790696703736590178e-02
1.466902016000000003e+04	2.763014817915498272e-02	3.325968208623272804e-02	3.524313016151096184e-02	3.745296348499868588e-02
1.466354833999999937e+04	2.725201275793599776e-02	3.283867422831125010e-02	3.480833238365194787e-02	3.700352465853833789e-02
1.465808077000000048e+04	2.687832973537069084e-02	3.242218977081989806e-02	3.437806614310211228e-02	3.655861805620511107e-02
1.465261744999999974e+04	2.650906033665201625e-02	3.201019450771981634e-02	3.395229881725191079e-02	3.611821278956323100e-02
1.464715839000000051e+04	2.614416653274536859e-02	3.160265497648490768e-02	3.353099852854088403e-02	3.568227871814536739e-02
1.464170355999999992e+04	2.578360772230768247e-02	3.119953474987635644e-02	3.311413031021320785e-02	3.525078248112745172e-02
1.463625297999999930e+04	2.542734673394218131e-02	3.080080114130607366e-02	3.270166303856189560e-02	3.482369467085397186e-02
1.463080662999999913e+04	2.507534386348391278e-02	3.040641853997420874e-02	3.229356254126701520e-02	3.440098269986482937e-02
1.462536450999999943e+04	2.472756083735888621e-02	3.001635284258807879e-02	3.188979618036709429e-02	3.398261554478557156e-02
1.461992661000000044e+04	2.438395885981731182e-02	2.963056926724046830e-02	3.149033059060800388e-02	3.356856140423252616e-02
1.461449293000000034e+04	2.404449989561441292e-02	2.924903379182425614e-02	3.109513316825818219e-02	3.315878924131004241e-02
1.460906346999999914e+04	2.370914602473161992e-02	2.887171243121466890e-02	3.070417132314396183e-02	3.275326800883810591e-02
1.460363820999999916e+04	2.337785823263606455e-02	2.849856987373314970e-02	3.031741106498823252e-02	3.235196518211688743e-02
1.459821716000000015e+04	2.305059948512126408e-02	2.812957294250313309e-02	2.993482059039687115e-02	3.195485048001234230e-02
1.459280031000000054e+04	2.272733166166038959e-02	2.776468714310244626e-02	2.955636670502461566e-02	3.156189215311771407e-02
1.458738766000000032e+04	2.240801738795028877e-02	2.740387872788088708e-02	2.918201696325406838e-02	3.117305920388929383e-02
1.458197919000000002e+04	2.209261826631513451e-02	2.704711269675900975e-02	2.881173759401770007e-02	3.078831923225403694e-02
1.457657490999999936e+04	2.178109781211425705e-02	2.669435611696471811e-02	2.844549694563439091e-02	3.040764201425200791e-02
1.457117481000000043e+04	2.147341852465190978e-02	2.634557481153969663e-02	2.808326204939934692e-02	3.003099593195765124e-02
1.456577887999999984e+04	2.116954307708835553e-02	2.600073470326001723e-02	2.772500001368166656e-02	2.965834942120212925e-02
1.456038711999999941e+04	2.086943487289506100e-02	2.565980244723001236e-02	2.737067868144350130e-02	2.928967165579635101e-02
1.455499952999999914e+04	2.057305746964940840e-02	2.532274477875588389e-02	2.702026595324100514e-02	2.892493184387939092e-02
1.454961609999999928e+04	2.028037404203673205e-02	2.498952790165058849e-02	2.667372915091100957e-02	2.856409856514582554e-02
1.454423682999999983e+04	1.999134848522756552e-02	2.466011874314765276e-02	2.633103632217478549e-02	2.820714112872729079e-02
1.453886169999999947e+04	1.970594380262219794e-02	2.433448311687441343e-02	2.599215432963070116e-02	2.785402758271877596e-02
1.453349072999999953e+04	1.942412530095496276e-02	2.401258936780513095e-02	2.565705264374167419e-02	2.750472866616874776e-02
1.452812389000000076e+04	1.914585582991865098e-02	2.369440293941480966e-02	2.532569768845585600e-02	2.715921191662927503e-02
1.452276118999999926e+04	1.887110052297154283e-02	2.337989178715698182e-02	2.499805847626539179e-02	2.681744754333124231e-02
1.451740262000000075e+04	1.859982365785740888e-02	2.306902279211749465e-02	2.467410287450257436e-02	2.647940453504442349e-02
1.451204817999999977e+04	1.833199021170170417e-02	2.276176353969049798e-02	2.435379945772969679e-02	2.614505259171902990e-02
1.450669786999999997e+04	1.806756534212126258e-02	2.245808172676006659e-02	2.403711689048724370e-02	2.581436148093559785e-02
1.450135167000000001e+04	1.780651341913648544e-02	2.215794404823850233e-02	2.372402276556253090e-02	2.548729982409570632e-02
1.449600957999999991e+04	1.754880000415775035e-02	2.186131847016951554e-02	2.341448597444105439e-02	2.516383757174000396e-02
1.449067159999999967e+04	1.729439084598038273e-02	2.156817307879638559e-02	2.310847550773136722e-02	2.484394475156908103e-02
1.448533772999999928e+04	1.704325188312843728e-02	2.127847608350653952e-02	2.280596045825341797e-02	2.452759147165857814e-02
1.448000794999999925e+04	1.679534832152664720e-02	2.099219475138485586e-02	2.250690890789096982e-02	2.421474675574923976e-02
1.447468226999999933e+04	1.655064697627021270e-02	2.070929811036328894e-02	2.221129075087958926e-02	2.390538149623849459e-02
1.446936067000000003e+04	1.630911348247948006e-02	2.042975372869655637e-02	2.191907432968830810e-02	2.359946493493867911e-02
1.446404317000000083e+04	1.607071549964106394e-02	2.015353142123389729e-02	2.163023030846875430e-02	2.329696871718405643e-02
1.445872974000000067e+04	1.583541864218809825e-02	1.988059853855149439e-02	2.134472674823409410e-02	2.299786173564074762e-02
1.445342037999999957e+04	1.560319009527370328e-02	1.961092415392960003e-02	2.106253348427926733e-02	2.270211471363089636e-02
1.444811510000000089e+04	1.537399767587816456e-02	1.934447798044548403e-02	2.078362099534227653e-02	2.240969902251913753e-02
1.444281387999999970e+04	1.514780811186253705e-02	1.908122837010176390e-02	2.050795830898586788e-02	2.212058448551104672e-02
1.443751672999999937e+04	1.492458963554988555e-02	1.882114532938746615e-02	2.023551615831497077e-02	2.183474268724079279e-02
1.443222363000000041e+04	1.470430942477074163e-02	1.856419754156123092e-02	1.996626386394756078e-02	2.155214370366232562e-02
1.442693457999999919e+04	1.448693572419145967e-02	1.831035483741579040e-02	1.970017192182568766e-02	2.127275881670570232e-02
1.442164957999999933e+04	1.427243698804392912e-02	1.805958719854222974e-02	1.943721095973794527e-02	2.099655942013186130e-02
1.441636861999999928e+04	1.406078148317621568e-02	1.781186429291738149e-02	1.917735125014361636e-02	2.072351650759925515e-02
1.441109170000000086e+04	1.385193810183273089e-02	1.756715642561982454e-02	1.892056370721281744e-02	2.045360171997262499e-02
1.440581881000000067e+04	1.364587556094167507e-02	1.732543360221688172e-02	1.866681890443409875e-02	2.018678631317969568e-02
1.440054996000000028e+04	1.344256357800140481e-02	1.708666690838994348e-02	1.841608852286587619e-02	1.992304268104318904e-02
1.439528512000000046e+04	1.324197055165355318e-02	1.685082578711872767e-02	1.816834249217643554e-02	1.966234134821961618e-02
1.439002431000000070e+04	1.304406702318989392e-02	1.661788210564650245e-02	1.792355326191696907e-02	1.940465546370728420e-02
1.438476750999999967e+04	1.284882223592821726e-02	1.638780611215387428e-02	1.768169155464085693e-02	1.914995633245569762e-02
1.437951471999999922e+04	1.265620641707780950e-02	1.616056911967460666e-02	1.744272918558510341e-02	1.889821638277816226e-02
1.437426593999999932e+04	1.246619001167153552e-02	1.593614260647039163e-02	1.720663811791101061e-02	1.864940817246335883e-02
1.436902115000000049e+04	1.227874297309766022e-02	1.571449737719659429e-02	1.697338957990941755e-02	1.840350345799572629e-02
1.436378037000000040e+04	1.209383691258043673e-02	1.549560610465806031e-02	1.674295673978867111e-02	1.816047601441144604e-02
1.435854357999999957e+04	1.191144224039920006e-02	1.527943995009370393e-02	1.651531114916373125e-02	1.792029788592669134e-02
1.435331077000000005e+04	1.173152996446541647e-02	1.506597068937145720e-02	1.629042498031755756e-02	1.768294174429327001e-02
1.434808194999999978e+04	1.155407200501679284e-02	1.485517109017533456e-02	1.606827142473731332e-02	1.744838131070167858e-02
1.434285709999999926e+04	1.137903948686936825e-02	1.464701288522058699e-02	1.584882255769289386e-02	1.721658910165298553e-02
1.433763623000000007e+04	1.120640477604528500e-02	1.444146919216224637e-02	1.563205188862256539e-02	1.698753912189834153e-02
1.433241933000000063e+04	1.103613979395899961e-02	1.423851251056234418e-02	1.541793224998537840e-02	1.676120463510129624e-02
1.432720638999999937e+04	1.086821670042405208e-02	1.403811553349442257e-02	1.520643665259815633e-02	1.653755906693073902e-02
1.432199741999999969e+04	1.070260852511965843e-02	1.384025190318488759e-02	1.499753908373330051e-02	1.631657684964712279e-02
1.431679239000000052e+04	1.053928725573511326e-02	1.364489392794130188e-02	1.479121209704066346e-02	1.609823087291240365e-02
1.431159132999999929e+04	1.037822699655554376e-02	1.345201635878500931e-02	1.458743080065584390e-02	1.588249670354280330e-02
1.430639420000000064e+04	1.021939989934287675e-02	1.326159152181948485e-02	1.438616771608102266e-02	1.566934714467614620e-02
1.430120102000000043e+04	1.006278019928240168e-02	1.307359415106485769e-02	1.418739788402401981e-02	1.545875764083630595e-02
1.429601178000000073e+04	9.908341433889338717e-03	1.288799805803959517e-02	1.399109534566082141e-02	1.525070255272041250e-02
1.429082646999999997e+04	9.756057377664262981e-03	1.270477725119039183e-02	1.379723432532272386e-02	1.504515640919432649e-02
1.428564508999999998e+04	9.605902329436578208e-03	1.252390628301046534e-02	1.360578959816410860e-02	1.484209429752342789e-02
1.428046764000000076e+04	9.457850808647950969e-03	1.234535988638344774e-02	1.341673610590007198e-02	1.464149145648522589e-02
1.427529409999999916e+04	9.311876994644337560e-03	1.216911229789401430e-02	1.323004824006319795e-02	1.444332251554925756e-02
1.427012448000000040e+04	9.167956146487320213e-03	1.199513897184955637e-02	1.304570165740604089e-02	1.424756342172190347e-02
1.426495876999999928e+04	9.026063182254961959e-03	1.182341486670708715e-02	1.286367146533678313e-02	1.405418951392896874e-02
1.425979696999999942e+04	8.886173523254436990e-03	1.165391546530448498e-02	1.268393330282648231e-02	1.386317667063307994e-02
1.425463906999999926e+04	8.748262544072326827e-03	1.148661611007486573e-02	1.250646263591549505e-02	1.367450056161585541e-02
1.424948507000000063e+04	8.612306114071257776e-03	1.132149265992494006e-02	1.233123545445585778e-02	1.348813738859875114e-02
1.424433496000000014e+04	8.478280061980938975e-03	1.115852084152442296e-02	1.215822758415386652e-02	1.330406315403023787e-02
1.423918873999999960e+04	8.346160702884530130e-03	1.099767689012244067e-02	1.198741536678527529e-02	1.312225438470674375e-02
1.423404639999999927e+04	8.215924317023353199e-03	1.083893691658894057e-02	1.181877498845409005e-02	1.294268741724974130e-02
1.422890795000000071e+04	8.087547910738230109e-03	1.068227783547686174e-02	1.165228346566112537e-02	1.276533944816992880e-02
1.422377337000000080e+04	7.961007958027033551e-03	1.052767583103976327e-02	1.148791701554162555e-02	1.259018679835621247e-02
1.421864265999999952e+04	7.836281657493371008e-03	1.037510789098884494e-02	1.132565268578089070e-02	1.241720664912333502e-02
1.421351582000000053e+04	7.713346421773774157e-03	1.022455118530047474e-02	1.116546769498548072e-02	1.224637634015516771e-02
1.420839284000000043e+04	7.592179642020311162e-03	1.007598277802805066e-02	1.100733912607910689e-02	1.207767304250802892e-02
1.420327371999999923e+04	7.472759166674726797e-03	9.929380214447027647e-03	1.085124455119401699e-02	1.191107442521896834e-02
1.419815846000000056e+04	7.355063056022586102e-03	9.784721221764052998e-03	1.069716171360647790e-02	1.174655831648188653e-02
1.419304703999999947e+04	7.239069130754834797e-03	9.641983154031781925e-03	1.054506793634746135e-02	1.158410207202164102e-02
1.418793946999999935e+04	7.124756113560791297e-03	9.501144396928484434e-03	1.039494161898223828e-02	1.142368417373515119e-02
1.418283574000000044e+04	7.012102485665564280e-03	9.362182962312507600e-03	1.024676074053071199e-02	1.126528263112397399e-02
1.417773584999999912e+04	6.901087165203341652e-03	9.225077323963383827e-03	1.010050375024016366e-02	1.110887593300972226e-02
1.417263978999999927e+04	6.791689064726253063e-03	9.089805872587392380e-03	9.956148986642935489e-03	1.095444242672494531e-02
1.416754756000000089e+04	6.683887525595343625e-03	8.956347453110068482e-03	9.813675250916344128e-03	1.080196093146024161e-02
1.416245915000000059e+04	6.577661887559752528e-03	8.824680833291385224e-03	9.673061240027513649e-03	1.065141013203716770e-02
1.415737456000000020e+04	6.472991911139096451e-03	8.694785227450931367e-03	9.534286106043309006e-03	1.050276917770579660e-02
1.415229378999999972e+04	6.369857560554943211e-03	8.566640029005236079e-03	9.397329170958654623e-03	1.035601737731311860e-02
1.414721681999999964e+04	6.268238605308007472e-03	8.440224315311960213e-03	9.262169397389144812e-03	1.021113363199394400e-02
1.414214366999999947e+04	6.168115822872200990e-03	8.315518344356610109e-03	9.128786988889185661e-03	1.006809815071120842e-02
1.413707430999999997e+04	6.069469203100959741e-03	8.192501321095852634e-03	8.997161001760789478e-03	9.926889890178182407e-03
1.413200876000000062e+04	5.972279920859531466e-03	8.071153855214445449e-03	8.867271974007783636e-03	9.787489374266091988e-03
1.412694699000000037e+04	5.876528388728443318e-03	7.951455533626337197e-03	8.739099328182359933e-03	9.649875908003183525e-03
1.412188902000000053e+04	5.782196174651092931e-03	7.833387315573264384e-03	8.612623935272178954e-03	9.514030329403670716e-03
1.411683482999999978e+04	5.689264291454112880e-03	7.716929395936480626e-03	8.487825827201629300e-03	9.379932553966942310e-03
1.411178442999999970e+04	5.597714507988210686e-03	7.602062846354507887e-03	8.364685954766814396e-03	9.247563462777330656e-03
1.410673780000000079e+04	5.507528244567274668e-03	7.488768231892086076e-03	8.243184705458643513e-03	9.116903310098204913e-03
1.410169493999999941e+04	5.418687484564713164e-03	7.377026754937261212e-03	8.123303129729643815e-03	8.987933041493220351e-03
1.409665584999999919e+04	5.331174402965447624e-03	7.266819790789798977e-03	8.005022443620566155e-03	8.860633759695361877e-03
1.409162053000000014e+04	5.244971365264698010e-03	7.158128887065853645e-03	7.888324028325004178e-03	8.734986724338254446e-03
1.408658895999999913e+04	5.160060591261222442e-03	7.050935339793502725e-03	7.773188974996120618e-03	8.610972861761476138e-03
1.408156115999999929e+04	5.076425168782377692e-03	6.945221473718079207e-03	7.659599460027945866e-03	8.488574246458492970e-03
1.407653709999999955e+04	4.994047539568713216e-03	6.840968731028163573e-03	7.547536692183767423e-03	8.367771889865203636e-03
1.407151678999999967e+04	4.912911001155944972e-03	6.738159569864257854e-03	7.436982952534046398e-03	8.248547938459634826e-03
1.406650021999999990e+04	4.832998709839332954e-03	6.636776204649301458e-03	7.327920241072409351e-03	8.130884215538146040e-03
1.406148739000000023e+04	4.754294170167916271e-03	6.536801226488919703e-03	7.220330943843155172e-03	8.014762940625419496e-03
1.405647830000000067e+04	4.676781068613761021e-03	6.438217393580358827e-03	7.114197607895461455e-03	7.900166487128119225e-03
1.405147293999999965e+04	4.600443120976204815e-03	6.341007437560247650e-03	7.009502732884710305e-03	7.787077157383763895e-03
1.404647129999999925e+04	4.525264231346309493e-03	6.245154265895423891e-03	6.906228988974891063e-03	7.675477417923982741e-03
1.404147338999999920e+04	4.451228784724540338e-03	6.150641336517888302e-03	6.804359620937285372e-03	7.565350336645321194e-03
1.403647919000000002e+04	4.378320899587095569e-03	6.057451705060787686e-03	6.703877421641073198e-03	7.456678473528845046e-03
1.403148870999999963e+04	4.306525315418890942e-03	5.965569158659096705e-03	6.604765954310073961e-03	7.349445202181188047e-03
1.402650194000000010e+04	4.235826656076105597e-03	5.874977275781100190e-03	6.507008539191254035e-03	7.243633614349574874e-03
1.402151886999999988e+04	4.166209726708695535e-03	5.785659805868630795e-03	6.410588662886438499e-03	7.139226962567690737e-03
1.401653951000000052e+04	4.097659785565309007e-03	5.697601019551331095e-03	6.315490356860412741e-03	7.036209070494390573e-03
1.401156384000000071e+04	4.030161849199092976e-03	5.610784817474486277e-03	6.221697235427661732e-03	6.934563291212426060e-03
1.400659187000000020e+04	3.963701517185472430e-03	5.525195790499533126e-03	6.129193640911420084e-03	6.834273747959504312e-03
1.400162358999999924e+04	3.898264287447360862e-03	5.440818340413522067e-03	6.037963694086179514e-03	6.735324305494138665e-03
1.399665898999999990e+04	3.833835832100941383e-03	5.357637034869843287e-03	5.947991677636974873e-03	6.637698985624824848e-03
1.399169807000000037e+04	3.770402122856761611e-03	5.275636770416823433e-03	5.859262212821808417e-03	6.541382159241983414e-03
1.398674083000000064e+04	3.707949295095385074e-03	5.194802598310099481e-03	5.771760071448081737e-03	6.446358342710795629e-03
1.398178725999999915e+04	3.646463523394504781e-03	5.115119563855633628e-03	5.685470002061094111e-03	6.352612009203725991e-03
1.397683735999999953e+04	3.585931272127116948e-03	5.036573031535387067e-03	5.600377082095509343e-03	6.260127971331253156e-03
1.397189112999999998e+04	3.526339165369889520e-03	4.959148517685225445e-03	5.516466537055936432e-03	6.168891185100334497e-03
1.396694856000000073e+04	3.467673867816834128e-03	4.882831536227198732e-03	5.433723573425902793e-03	6.078886568322581195e-03
1.396200964000000022e+04	3.409922208309113141e-03	4.807607759446769560e-03	5.352133552955972047e-03	5.990099190141107317e-03
1.395707438000000002e+04	3.353071406981458519e-03	4.733463315221169733e-03	5.271682315454474799e-03	5.902514622734640962e-03
1.395214276000000064e+04	3.297108493572261604e-03	4.660384029625070680e-03	5.192355357336310775e-03	5.816118047425253290e-03
1.394721478999999999e+04	3.242020997265605570e-03	4.588356327356560294e-03	5.114138808838690313e-03	5.730895318741530305e-03
1.394229046000000017e+04	3.187796373637140444e-03	4.517366484639910758e-03	5.037018623417411321e-03	5.646832081964308671e-03
1.393736976999999933e+04	3.134422342913501403e-03	4.447401071767474040e-03	4.960981058351491765e-03	5.563914296799464879e-03
1.393245269999999982e+04	3.081886562282262678e-03	4.378446524402506042e-03	4.886012209079084248e-03	5.482127729825871446e-03
1.392753926999999931e+04	3.030177267208624368e-03	4.310489985881621813e-03	4.812098925105158173e-03	5.401458953829771717e-03
1.392262946000000011e+04	2.979282415304514500e-03	4.243518184258137337e-03	4.739227589299197484e-03	5.321894016294898347e-03
1.391772328000000016e+04	2.929190425748424281e-03	4.177518404310502469e-03	4.667385175144507861e-03	5.243419593302219885e-03
1.391282070000000022e+04	2.879889456069434882e-03	4.112477536199417999e-03	4.596558211652484321e-03	5.166021859411043006e-03
1.390792173999999977e+04	2.831368315848418072e-03	4.048383280479057530e-03	4.526734095387788953e-03	5.089687921167055686e-03
1.390302639000000090e+04	2.783615653216935971e-03	3.985223076448385360e-03	4.457899923970767495e-03	5.014404542919117733e-03
1.389813464999999997e+04	2.736620357344289513e-03	3.922984633663085564e-03	4.390043075004592538e-03	4.940158779581605916e-03
1.389324649999999929e+04	2.690371268054060714e-03	3.861655548179279609e-03	4.323150787904933567e-03	4.866937519330251545e-03
1.388836195000000043e+04	2.644857651152578062e-03	3.801223933175052264e-03	4.257210851782324348e-03	4.794728236609140971e-03
1.388348099999999977e+04	2.600068811429918133e-03	3.741677907268817042e-03	4.192211047810279548e-03	4.723518382249069537e-03
1.387860362999999961e+04	2.555994008855659062e-03	3.683005482743970278e-03	4.128139027043674879e-03	4.653295249395542413e-03
1.387372984999999971e+04	2.512622912527883064e-03	3.625195170156835563e-03	4.064982970727448915e-03	4.584046697253431682e-03
1.386885964000000058e+04	2.469945057060690240e-03	3.568235255388255579e-03	4.002730801011011343e-03	4.515760286228995973e-03
1.386399301999999989e+04	2.427950460865021393e-03	3.512114624808564470e-03	3.941371082727727383e-03	4.448424267036849532e-03
1.385912996000000021e+04	2.386628839455557597e-03	3.456821715637787857e-03	3.880891876294128434e-03	4.382026322457907401e-03
1.385427047999999922e+04	2.345970467134442412e-03	3.402345668136619143e-03	3.821281997642117945e-03	4.316554950170515409e-03
1.384941455999999926e+04	2.305965407599163720e-03	3.348675297131392149e-03	3.762529893592470552e-03	4.251998228405083798e-03
1.384456220000000030e+04	2.266604021156649537e-03	3.295799771533978496e-03	3.704624385344756216e-03	4.188344632441575767e-03
1.383971340000000055e+04	2.227876792240468702e-03	3.243708384331552789e-03	3.647554417120283960e-03	4.125582758894034453e-03
1.383486815999999999e+04	2.189774328187200306e-03	3.192390551585952072e-03	3.591309055243067927e-03	4.063701324882508341e-03
1.383002645999999913e+04	2.152287204367961046e-03	3.141835604086778370e-03	3.535877259824771711e-03	4.002688916860890934e-03
1.382518829999999980e+04	2.115406277398032726e-03	3.092033209858859565e-03	3.481248348025850047e-03	3.942534500490488605e-03
1.382035368999999992e+04	2.079122597414396686e-03	3.042973257524261496e-03	3.427411866693380691e-03	3.883227281043500484e-03
1.381552261999999973e+04	2.043427181168162507e-03	2.994645550183131465e-03	3.374357256631529967e-03	3.824756333760088046e-03
1.381069507999999951e+04	2.008311166718098565e-03	2.947040014551440511e-03	3.322074082050261931e-03	3.767110856533317093e-03
1.380587106999999924e+04	1.973765883126122299e-03	2.900146796292048506e-03	3.270552135512012557e-03	3.710280285885646148e-03
1.380105059000000074e+04	1.939782773635778624e-03	2.853956156817938784e-03	3.219781324879075150e-03	3.654254172629323606e-03
1.379623363000000063e+04	1.906353325636839929e-03	2.808458378524716567e-03	3.169751569254646191e-03	3.599022067137829049e-03
1.379142017999999916e+04	1.873469142644414945e-03	2.763643862941470974e-03	3.120452906933847588e-03	3.544573638528838392e-03
1.378661025999999947e+04	1.841122143143093023e-03	2.719503402892597173e-03	3.071875795162100613e-03	3.490899006136858381e-03
1.378180384000000049e+04	1.809304018188608899e-03	2.676027443318209926e-03	3.024010296953537867e-03	3.437987841320256938e-03
1.377700093000000015e+04	1.778006838121749681e-03	2.633206909488350431e-03	2.976846992613804525e-03	3.385830374689546580e-03
1.377220152000000053e+04	1.747222648878363682e-03	2.591032656617159573e-03	2.930376374162272073e-03	3.334416727111612008e-03
1.376740560999999980e+04	1.716943668898423701e-03	2.549495739563039428e-03	2.884589142446408738e-03	3.283737238337965363e-03
1.376261319999999978e+04	1.687162221270024519e-03	2.508587320744371657e-03	2.839476105940830827e-03	3.233782355326511853e-03
1.375782428000000073e+04	1.657870671920660044e-03	2.468298585647677335e-03	2.795028087674481573e-03	3.184542529280114369e-03
1.375303883999999925e+04	1.629061493002904350e-03	2.428620830205229474e-03	2.751236021658051440e-03	3.136008322484269781e-03
1.374825689000000057e+04	1.600727379204489129e-03	2.389545621906170522e-03	2.708091130981204759e-03	3.088170605996533660e-03
1.374347841999999946e+04	1.572861005803006564e-03	2.351064467142205926e-03	2.665584560823254512e-03	3.041020153082908510e-03
1.373870342999999957e+04	1.545455207669733672e-03	2.313169058356685705e-03	2.623707651405602932e-03	2.994547941913703031e-03
1.373393190999999933e+04	1.518502861460694145e-03	2.275851111930926075e-03	2.582451759080437760e-03	2.948744957274461627e-03
1.372916386000000057e+04	1.491996999269662449e-03	2.239102525896772937e-03	2.541808430770477016e-03	2.903602384312279835e-03
1.372439926999999989e+04	1.465930694497894144e-03	2.202915222474131299e-03	2.501769230048642937e-03	2.859111415612667229e-03
1.371963813999999911e+04	1.440297171915965076e-03	2.167281301213656083e-03	2.462325906665961076e-03	2.815263439656621580e-03
1.371488047999999981e+04	1.415089802223289551e-03	2.132193032482893654e-03	2.423470389668937360e-03	2.772050033533575951e-03
1.371012625999999909e+04	1.390301838200582113e-03	2.097642490480678898e-03	2.385194381076969662e-03	2.729462511104713014e-03
1.370537550000000010e+04	1.365926888353279989e-03	2.063622213318594325e-03	2.347490087068164564e-03	2.687492736452402626e-03
1.370062817999999970e+04	1.341958444432721177e-03	2.030124545244451489e-03	2.310349489514656844e-03	2.646132313619319141e-03
1.369588429999999971e+04	1.318390192357804828e-03	1.997142070638906544e-03	2.273764826957177815e-03	2.605373121956325484e-03
1.369114386999999988e+04	1.295215954567740992e-03	1.964667534677003429e-03	2.237728507030527399e-03	2.565207219039135692e-03
1.368640685999999914e+04	1.272429446542835095e-03	1.932693502415923619e-03	2.202232728224519896e-03	2.525626419143251356e-03
1.368167329000000063e+04	1.250024713774227410e-03	1.901212971867726267e-03	2.167270160421505294e-03	2.486623052012342221e-03
1.367694314999999915e+04	1.227995741997708889e-03	1.870218828042573625e-03	2.132833339107566891e-03	2.448189287688989739e-03
1.367221643000000040e+04	1.206336603931611445e-03	1.839704048953741183e-03	2.098914894071506835e-03	2.410317391521650098e-03
1.366749313000000075e+04	1.185041502899488938e-03	1.809661767721111028e-03	2.065507618627350581e-03	2.372999801663788939e-03
1.366277325000000019e+04	1.164104724139021973e-03	1.780085204681870672e-03	2.032604394367826511e-03	2.336229045293048388e-03
1.365805678000000080e+04	1.143520590544851818e-03	1.750967605228582937e-03	2.000198122104167395e-03	2.299997661527209119e-03
1.365334372000000076e+04	1.123283550383966144e-03	1.722302364207091777e-03	1.968281860394111103e-03	2.264298356381527679e-03
1.364863406000000032e+04	1.103388088991442539e-03	1.694082901491556284e-03	1.936848687202753381e-03	2.229123848247938858e-03
1.364392780999999923e+04	1.083828854884018181e-03	1.666302841295434940e-03	1.905891899754486030e-03	2.194467091660439514e-03
1.363922494999999981e+04	1.064600449270663605e-03	1.638955713890013826e-03	1.875404682348056533e-03	2.160320905633491238e-03
1.363452548999999999e+04	1.045697674469562395e-03	1.612035308894517981e-03	1.845380500178058891e-03	2.126678414692951321e-03
1.362982942000000003e+04	1.027115326829068902e-03	1.585535381427064091e-03	1.815812771947263038e-03	2.093532682418926868e-03
1.362513673000000017e+04	1.008848279515630166e-03	1.559449770078659989e-03	1.786695001438542898e-03	2.060876858854519735e-03
1.362044743000000017e+04	9.908915574701946099e-04	1.533772504644253989e-03	1.758020897980828263e-03	2.028704315844418859e-03
1.361576151000000027e+04	9.732401807834739106e-04	1.508497582907334733e-03	1.729784127415214716e-03	1.997008367877178576e-03
1.361107897000000048e+04	9.558892802516769224e-04	1.483619136132693483e-03	1.701978496963382380e-03	1.965782479565979929e-03
1.360639978999999948e+04	9.388339849503745446e-04	1.459131268354876745e-03	1.674597775749721512e-03	1.935020064247863726e-03
1.360172399000000041e+04	9.220696406263582468e-04	1.435028370311105866e-03	1.647636045921251893e-03	1.904714878573765448e-03
1.359705155000000013e+04	9.055915171967229187e-04	1.411304699905667221e-03	1.621087233675461148e-03	1.874860495748593764e-03
1.359238247000000047e+04	8.893950259569566004e-04	1.387954694573434846e-03	1.594945458672040626e-03	1.845450698257612102e-03
1.358771674999999959e+04	8.734756452332388763e-04	1.364972865016708540e-03	1.569204915359942833e-03	1.816479344692490012e-03
1.358305438999999933e+04	8.578289195429657926e-04	1.342353794407495637e-03	1.543859872202580415e-03	1.787940369005848245e-03
1.357839537000000018e+04	8.424503932926264522e-04	1.320092042756361309e-03	1.518904564571062384e-03	1.759827659952074809e-03
1.357373970000000008e+04	8.273357763233010059e-04	1.298182386806154319e-03	1.494333463726239732e-03	1.732135364162028322e-03
1.356908738000000085e+04	8.124808083063870742e-04	1.276619624464661075e-03	1.470141057819661064e-03	1.704857639695565343e-03
1.356443839999999909e+04	7.978812606305069359e-04	1.255398577614223179e-03	1.446321855045693298e-03	1.677988659582568516e-03
